1,binocular
208,binocular
343,binocular
790,binocular
985,binocular
1146,binocular
1562,binocular
1577,binocular
1754,binocular
2940,binocular
3596,binocular
4384,binocular
4391,binocular
4533,binocular
4727,binocular
2,chair
44,chair
48,chair
165,chair
269,chair
503,chair
517,chair
569,chair
574,chair
589,chair
636,chair
749,chair
754,chair
802,chair
826,chair
3,tick
345,tick
410,tick
637,tick
839,tick
887,tick
888,tick
1050,tick
1127,tick
1185,tick
1584,tick
1751,tick
2105,tick
2245,tick
2651,tick
4,minaret
54,minaret
72,minaret
195,minaret
224,minaret
244,minaret
316,minaret
485,minaret
487,minaret
642,minaret
784,minaret
882,minaret
949,minaret
1030,minaret
1162,minaret
5,Faces
13,Faces
33,Faces
38,Faces
39,Faces
59,Faces
66,Faces
75,Faces
82,Faces
90,Faces
107,Faces
134,Faces
147,Faces
156,Faces
157,Faces
6,accordion
31,accordion
89,accordion
273,accordion
747,accordion
861,accordion
934,accordion
1001,accordion
1002,accordion
1191,accordion
1205,accordion
1402,accordion
1496,accordion
1789,accordion
1999,accordion
7,rooster
113,rooster
301,rooster
543,rooster
701,rooster
1023,rooster
1173,rooster
1243,rooster
1271,rooster
1349,rooster
1582,rooster
1770,rooster
1900,rooster
2040,rooster
2110,rooster
8,Leopards
29,Leopards
79,Leopards
92,Leopards
130,Leopards
141,Leopards
143,Leopards
172,Leopards
191,Leopards
200,Leopards
272,Leopards
277,Leopards
297,Leopards
330,Leopards
356,Leopards
9,watch
15,watch
34,watch
68,watch
84,watch
95,watch
220,watch
225,watch
331,watch
447,watch
452,watch
480,watch
536,watch
540,watch
544,watch
10,dragonfly
94,dragonfly
214,dragonfly
376,dragonfly
418,dragonfly
438,dragonfly
510,dragonfly
1059,dragonfly
1090,dragonfly
1179,dragonfly
1203,dragonfly
2303,dragonfly
2474,dragonfly
2668,dragonfly
2712,dragonfly
11,BACKGROUND_Google
23,BACKGROUND_Google
25,BACKGROUND_Google
118,BACKGROUND_Google
120,BACKGROUND_Google
144,BACKGROUND_Google
153,BACKGROUND_Google
180,BACKGROUND_Google
203,BACKGROUND_Google
216,BACKGROUND_Google
237,BACKGROUND_Google
238,BACKGROUND_Google
254,BACKGROUND_Google
282,BACKGROUND_Google
287,BACKGROUND_Google
12,laptop
98,laptop
100,laptop
266,laptop
270,laptop
699,laptop
757,laptop
853,laptop
944,laptop
1116,laptop
1264,laptop
1354,laptop
1450,laptop
1459,laptop
1670,laptop
14,brontosaurus
86,brontosaurus
622,brontosaurus
698,brontosaurus
737,brontosaurus
812,brontosaurus
917,brontosaurus
1166,brontosaurus
1294,brontosaurus
1324,brontosaurus
1629,brontosaurus
1876,brontosaurus
2886,brontosaurus
2902,brontosaurus
2910,brontosaurus
16,cougar_face
136,cougar_face
255,cougar_face
291,cougar_face
607,cougar_face
627,cougar_face
1134,cougar_face
1323,cougar_face
1375,cougar_face
1483,cougar_face
1555,cougar_face
1640,cougar_face
1679,cougar_face
1863,cougar_face
1972,cougar_face
17,brain
41,brain
140,brain
221,brain
263,brain
333,brain
360,brain
453,brain
504,brain
542,brain
609,brain
811,brain
828,brain
845,brain
925,brain
18,ketch
128,ketch
246,ketch
382,ketch
387,ketch
417,ketch
528,ketch
694,ketch
742,ketch
928,ketch
948,ketch
991,ketch
1063,ketch
1070,ketch
1101,ketch
19,ceiling_fan
183,ceiling_fan
260,ceiling_fan
945,ceiling_fan
1280,ceiling_fan
1287,ceiling_fan
1663,ceiling_fan
1701,ceiling_fan
1805,ceiling_fan
1877,ceiling_fan
2217,ceiling_fan
2261,ceiling_fan
2323,ceiling_fan
2464,ceiling_fan
2470,ceiling_fan
20,car_side
80,car_side
175,car_side
414,car_side
425,car_side
482,car_side
565,car_side
605,car_side
613,car_side
891,car_side
898,car_side
959,car_side
993,car_side
1018,car_side
1110,car_side
21,butterfly
104,butterfly
159,butterfly
173,butterfly
243,butterfly
498,butterfly
513,butterfly
739,butterfly
904,butterfly
974,butterfly
1125,butterfly
1386,butterfly
1442,butterfly
1444,butterfly
1530,butterfly
22,platypus
420,platypus
521,platypus
870,platypus
1096,platypus
1172,platypus
1307,platypus
1343,platypus
2523,platypus
2553,platypus
2926,platypus
3257,platypus
3449,platypus
3600,platypus
4169,platypus
24,Motorbikes
36,Motorbikes
43,Motorbikes
45,Motorbikes
83,Motorbikes
87,Motorbikes
91,Motorbikes
105,Motorbikes
117,Motorbikes
125,Motorbikes
163,Motorbikes
189,Motorbikes
201,Motorbikes
223,Motorbikes
226,Motorbikes
26,airplanes
46,airplanes
47,airplanes
61,airplanes
62,airplanes
63,airplanes
78,airplanes
101,airplanes
103,airplanes
123,airplanes
133,airplanes
137,airplanes
150,airplanes
158,airplanes
160,airplanes
27,emu
70,emu
81,emu
210,emu
285,emu
551,emu
571,emu
657,emu
690,emu
932,emu
1064,emu
1091,emu
1094,emu
1293,emu
1389,emu
28,pizza
108,pizza
393,pizza
535,pizza
628,pizza
966,pizza
1889,pizza
2007,pizza
2403,pizza
2513,pizza
2554,pizza
2724,pizza
2928,pizza
3079,pizza
3154,pizza
30,wrench
152,wrench
444,wrench
743,wrench
752,wrench
886,wrench
1121,wrench
1218,wrench
1311,wrench
1499,wrench
1979,wrench
2763,wrench
3027,wrench
3260,wrench
3343,wrench
32,cup
50,cup
312,cup
366,cup
384,cup
429,cup
618,cup
791,cup
894,cup
1005,cup
1143,cup
1186,cup
1341,cup
1413,cup
1476,cup
35,dolphin
51,dolphin
126,dolphin
142,dolphin
468,dolphin
539,dolphin
604,dolphin
718,dolphin
735,dolphin
762,dolphin
879,dolphin
926,dolphin
1060,dolphin
1184,dolphin
